Gene name,Chromosome/scaffold name,Gene start (bp)
CTD-2311B13.2,14,19529958
MIR34B,11,111383663
RP11-115J23.1,11,28724162
RP13-278H16.2,X,70077013
CTC-205M6.5,5,180211782
RP11-785G17.1,2,237276203
MIR34C,11,111384164
RP11-40F6.1,10,81993420
CTD-2311B13.5,14,19562689
AC019068.2,2,237299717
CNBD1,8,87878670
CTC-459F4.5,19,28340638
RP11-794P6.6,11,111384768
OR2BH1P,11,29008182
ZNF33B,10,43084555
RPS23P8,X,70182814
RPL3P5,2,237316489
AP000925.2,11,111541680
RNU6-1132P,2,132909816
RP11-58A17.3,12,58360841
MIR5090,7,102106189
RN7SKP65,12,58371748
MSR1,8,15965387
GS1-124K5.2,7,65874130
RP5-1091N2.3,X,70236381
AC022153.1,19,28393503
RN7SKP273,11,111553835
RP11-58A17.2,12,58377578
MIR4467,7,102111916
EIF5AP4,10,82006975
LINC00847,5,180257957
RP11-58A17.4,12,58481675
ST6GALNAC6,9,130647600
AC093668.2,7,102120179
RP11-108O10.2,11,111639392
AC011286.1,2,237642025
LRRN1,3,3841121
RNU1-56P,X,70240125
RPL21P103,12,58638161
AC093668.3,7,102120527
SOCS5P4,X,70263064
RP11-36D19.4,10,82057476
RP11-340M11.1,12,58788379
RNU6-1051P,2,237923847
RP11-514P8.8,7,102123791
AC105760.3,2,237957242
PSMD6,3,63996225
FREM1,9,14734664
ALG9-IT1,11,111687938
RP11-767I20.1,12,58959743
TALDO1,11,747329
RP11-967K21.2,12,28317891
GNG5P3,11,111734977
RNA5-8SP5,2,133010727
RPL37AP8,11,111759923
MIR663B,2,133014539
RNA5SP351,11,111799124
AC018755.2,19,52196614
RP11-36D19.8,10,82093527
CDC27P1,2,133019901
RP11-708L7.7,11,111816363
THAP5,7,108194987
AL133481.1,10,81266126
RNU4-54P,12,28472268
RP11-137H2.6,10,82194765
RP11-708L7.6,11,111886031
TRIM40,HSCHR6_MHC_QBL,30093435
RNA5SP355,12,28658327
AC097532.2,2,133043368
PPIHP1,11,111900582
RP11-874G11.1,12,28717611
RNU6-893P,11,111903223
EIF5AL1,10,81272357
SKP1P1,7,65888392
RGPD8,2,113127669
RP11-708L7.9,11,111907351
RP11-977P2.1,12,28974908
RP11-356J5.4,11,112035920
ALG1L6P,3,75464221
BMS1,10,43278249
AC012150.1,12,29273716
RP11-488I20.8,16,34442308
snoU13,7,65899494
ZNF806,2,133066882
AC006272.2,19,52343024
C8orf33,8,146277764
PPP1R12C,19,55602281
RP11-946L16.1,12,29296129
AL662890.8,HSCHR6_MHC_APD,28730486
RP11-150C16.1,12,59314420
C22orf31,22,29454660
RP11-792A8.1,7,65899621
LUZP1,1,23410516
RP11-356J5.5,11,112051496
SAP30BP,17,73663196
CCK,3,42299317
AC006272.1,19,52343177
VEGFB,11,64002010
AC023824.1,16,34442877
Y_RNA,5,180336838
RP11-725P16.2,2,133103189
CTC-429C10.2,19,52391278
RARRES2P5,16,34455954
RSPH3,6,159393903
MRPS36P4,11,112079324
RPS29P12,5,180372756
GS1-124K5.7,7,65947788
RHOT2,16,718086
HCCAT3,19,52452387
RPS12P21,11,112089049
FAM201B,2,133110240
KLHL33,14,20896970
HIVEP3,1,41972036
FGFR3P5,16,34466783
CTC-471J1.2,19,52561743
CTD-2593A12.3,5,180394189
RPS6P16,11,112106094
CERS1,19,18979361
SFTPA2,10,81315608
CTC-471J1.10,19,52613571
CTD-2593A12.2,5,180394848
AP002884.1,11,112118553
AC121332.1,3,130830514
RNU6-175P,2,133164325
AC083908.1,3,130907155
ST13P10,11,112138013
SETMAR,3,4344988
RP11-244B22.3,16,34480287
YBX1P7,2,133246127
CTC-471J1.8,19,52633801
RP11-933H2.4,3,131043936
NPAS4,11,66188475
CTD-2593A12.4,5,180409243
EPB41L4A,5,111478138
TRIM27,HSCHR6_MHC_APD,28870783
RP11-356J5.12,11,112141472
RP1-170O19.14,7,27226192
snoU13,19,52637506
CTC-471J1.9,19,52645879
RARRES2P6,16,34489563
RN7SKP103,2,133281190
KREMEN1,22,29469066
MNS1,15,56713742
AC104405.1,2,133281558
ATP1B4,X,119495967
RP11-244B22.1,16,34493001
AC010974.3,2,133418099
HSPH1,13,31710762
AC007353.1,16,34510863
RN7SL177P,5,153134942
RNU6-1036P,5,180434281
VAX2,2,71127720
RP11-332H18.3,17,59460146
RP11-488I20.7,16,34569648
CTB-14A14.1,5,180492086
AC091962.3,5,153266988
SERPINI2,3,167159577
AC016909.2,2,133668669
BATF2,11,64755415
RP11-461L18.1,5,153281019
RNU6-44P,11,112223279
GEMIN8,X,14026398
HTR1D,1,23516993
FOXO1B,5,180526140
TRIM10,HSCHR6_MHC_QBL,30109273
C20orf195,20,62184373
MFSD2B,2,24232951
KLHDC8A,1,205305220
AC016909.1,2,133673130
RARRES2P9,16,34578462
RP11-65M17.3,11,112263841
AC010295.1,5,153472864
RP11-332H18.4,17,59470817
MAPKAPK5,12,112279782
RP11-488I20.5,16,34581756
SAP30L-AS1,5,153708997
RP11-488I20.4,16,34586853
CTB-14A14.2,5,180541106
MRVI1,11,10594638
CTC-338M12.2,5,180618046
RP11-488I20.3,16,34597783
RPL23AP62,11,112332191
RNU6ATAC11P,10,43837234
LYZL4,3,42438570
U3,10,43912698
CTC-459F4.8,19,28399264
AC099339.1,4,153822118
RP11-65M17.1,11,112404945
HNRNPA3P7,5,153717031
RP11-517P14.2,10,43916186
RP11-206F17.2,4,153848598
AC010890.1,2,134022540
AC005758.1,19,28409851
AMZ2,17,66243715
COPZ1,12,54694986
RP11-285C1.2,4,153955363
RP11-488I20.2,16,34618515
AC008625.1,5,153719592
RNU7-193P,10,43953513
snosnR66,11,112473077
MIR1294,5,153726666
RP11-517P14.7,10,44018704
RP11-27G22.1,11,112658027
OSGEP,14,20914570
AGGF1P4,16,34623574
RNU6-1196P,4,154186814
RN7SL655P,5,153728988
AGER,HSCHR6_MHC_QBL,32106368
AC005357.1,19,28473940
ABCF1,HSCHR6_MHC_DBB,30529391
Y_RNA,4,154188061
RP11-80F22.13,16,34640118
RP11-629G13.1,11,112830002
SNORD112,7,148983533
CTB-158E9.1,5,153863477
CAP1P2,10,44100291
ANXA2P1,4,154228944
ELAVL1,19,8023463
PHOSPHO1,17,47300724
CTD-2043I16.1,19,28556174
AC004941.5,7,149018956
AC013477.1,4,154281685
TMEM230,20,5080486
ZNF32-AS3,10,44124265
RN7SL419P,4,154302879
RARRES2P7,16,34648650
NPM1P12,7,149031115
RPL37P23,19,52646296
RP11-153M7.3,4,154561320
RP11-80F22.1,16,34654662
CTD-2525I3.2,19,52674411
CTB-158E9.2,5,153873136
RP11-80F22.11,16,34659735
RP11-402L1.4,10,44126330
AC105760.2,2,237968077
SNX17,2,27593389
CTC-338M12.5,5,180618924
TRIM4,7,99474581
MRPS21,1,150266289
CTB-70G10.1,19,28785000
CTD-2525I3.3,19,52725478
NUP98,11,3692313
CIR1P1,5,153938868
RPS6P22,12,59413950
RP11-153M7.1,4,154579724
RP11-402L1.12,10,44126395
AC107079.1,2,238031553
SOX2,3,181429714
RP11-80F22.10,16,34681269
RP11-557F20.2,12,59446761
RP11-272B17.1,12,59759999
RP11-153M7.5,4,154641479
MIR3141,5,153975572
ZNF32-AS1,10,44139320
AC112721.2,2,238337563
LBX2,2,74724644
MIR1303,5,154065336
AC019173.1,HSCHR4_1,69313165
CTC-338M12.6,5,180622496
RNU6-279P,12,59762832
Y_RNA,19,52762329
OAT,10,126085872
ZNF32-AS2,10,44141390
RN7SL439P,5,154083077
MIR643,19,52785050
AC020703.1,4,154794519
RNU6-1140P,2,238471808
Metazoa_SRP,5,154097945
AC079298.1,4,155140061
RP11-80F22.9,16,34711785
AC096574.5,2,238521620
CTD-2525I3.5,19,52788033
CTC-209L16.1,5,154108791
AC004941.3,7,149095295
RP11-1186N24.5,16,15198580
RP11-290O12.1,4,155295038
MIR378H,5,154209018
RP11-402L1.11,10,44161116
CTD-2525I3.6,19,52803946
CACNB4,2,152689290
RP11-466I1.1,11,29181503
RP11-158C21.2,4,155444639
SNORD39,2,238778547
CTC-280C13.1,5,154373158
RP11-272J7.6,10,44223665
RNU6-1333P,2,238937612
CTD-2063L20.1,11,29297202
AC008410.1,5,154404274
UQCRHP3,10,44227782
RNU6-1285P,4,155465085
FKBP2,11,64008475
AC096574.4,2,239140325
CTD-2311A18.1,5,154490744
AC110056.1,11,29298236
DCAF4L2,8,88882973
RP11-158C21.3,4,155476360
GLRA2,X,14547420
C19orf69,19,41949063
HOTTIP,7,27238194
RP11-460B17.3,11,29357425
RNU6-579P,2,134091401
RN7SKP154,2,134148681
RP11-21G20.1,4,155645738
NCKAP5-IT1,2,134189237
CDH6,5,31193857
AC012485.2,2,239207351
CTC-447K7.1,5,154776851
HECTD3,1,45468212
ARL2,11,64781585
MRPL11,11,66202546
CTB-95D12.1,5,154870896
AC011243.1,2,134311886
RP11-460B17.1,11,29413072
RP11-21G20.3,4,155675908
RNU6-234P,2,239321283
RNA5SP199,5,155272447
HELZ2,20,62189439
AC016999.2,2,239335718
CTB-56J15.1,5,155885408
RN7SKP93,2,134353662
RP11-21G20.4,4,155691720
AC022819.2,15,99859300
CTC-338M12.1,5,180632361
LINC01107,2,239419331
CTC-340I23.2,5,156131069
PKD1P6,16,15219099
MIR3679,2,134884696
RNU2-66P,4,155708270
DGCR2,22,19023795
RP11-460B17.2,11,29467034
AC113618.1,2,239628965
RP1-170O19.17,7,27278862
RNU2-44P,4,155711443
RNU6-556P,5,156241141
PCGF1,2,74732170
RNA5SP104,2,134988766
CEACAM21,19,42055886
MIR4638,5,180649566
AC113618.2,2,239643904
PPP1R2P3,5,156277549
NUDT16P1,3,131080742
RP11-92A5.2,4,156127681
GRAMD1C,3,113547029
CTD-3012A18.1,11,29540623
AC016906.1,2,135077225
EVX1-AS,7,27281048
HNRNPR,1,23630264
MMP16,8,89044237
RP5-1027O15.1,11,29616465
AC144525.1,2,239697289
CTC-338M12.7,5,180651646
GS1-124K5.8,7,65950082
AC013718.1,2,135213767
AC114788.2,2,239840998
GS1-124K5.3,7,65956083
SNORD96A,5,180668814
RPL35P4,7,27308976
HNRNPRP2,11,29690433
CCL25,19,8117651
DDX11L2,2,114356606
GS1-124K5.4,7,65958693
CCNT2-AS1,2,135493034
AC113407.1,5,99386069
RP11-475J5.10,5,99386423
CTD-3138F19.1,11,29735456
RP11-475J5.8,5,99386837
RN7SL240P,11,29742946
RPL7AP58,11,29747311
MTATP6P2,5,99387624
SNORD95,5,180670312
EMID1,22,29601840
RP11-215H22.1,11,30001660
HNRNPA1P73,7,27368226
AC097467.2,4,156197841
GS1-124K5.9,7,65970142
CTC-338M12.4,5,180673523
RP11-475J5.4,5,99388563
MIR3908,12,124020956
RP11-624D11.2,11,30065605
RP11-109A6.3,10,131567108
Y_RNA,16,15244554
RP11-475J5.5,5,99389390
GAGE10,X,49160148
RP4-562D20.2,11,30188710
RNU6-342P,3,27307071
hsa-mir-3180-4,16,15248707
USP9YP28,Y,20994888
DCAF17,2,172290727
AC099535.1,3,27404057
MIR4297,10,131641563
MIR3180-4,16,15248760
RN7SL859P,3,27460829
RP4-710M3.1,11,30389695
LINC00959,10,131864638
RPS20P15,3,27503997
ATP11B,3,182511288
APOOP1,5,156351130
TAGAP,6,159455500
GS1-124K5.10,7,65976543
RNU6-1119P,5,99489376
CTB-120L21.1,5,156531799
GAGE12J,X,49178536
AC110620.2,2,135554739
CTAGE7P,10,131904273
LEMD1,1,205350506
GUCA2B,1,42619092
GOLGA8R,15,30695943
RP11-346J10.1,5,99737145
C2orf44,2,24252210
CTD-3018O17.3,19,52892095
GAGE13,X,49188094
ATP6V1B1,2,71163012
PPIAP32,10,131930034
RP11-486O12.2,12,124066767
RP11-540N6.1,10,132237331
AC005780.1,19,28807612
Y_RNA,10,132303370
TMEM17,2,62727356
MIR378C,10,132760851
GAGE2E,X,49197607
SNORA9,12,124101255
AL607076.1,10,132793569
CTD-2001C12.1,5,99785458
DPPA5P1,19,52929116
AC093074.1,19,28885758
RP11-338K17.8,12,124192149
TCERG1L-AS1,10,132893481
TRIM15,HSCHR6_MHC_QBL,30120533
CTD-3099C6.5,19,53014535
TRIM52-AS1,5,180688213
GNAI2,3,50263724
AC005307.1,19,28909390
RP11-80F22.7,16,34720137
SPATC1,HG104_HG975_PATCH,145094584
AL450307.2,10,133489515
ZNF311,HSCHR6_MHC_APD,28962606
AC025263.3,12,70195449
RNU1-41P,Y,20995615
RPL39P34,19,53067329
GAGE2D,X,49207160
RP11-140A10.3,10,133994729
RP11-80F22.5,16,34723608
OFD1P7Y,Y,21010150
YIPF3,6,43479565
RP11-80F22.14,16,34725545
CTD-3099C6.7,19,53079136
AC005307.3,19,28926295
GS1-124K5.11,7,65991075
RP11-80F22.6,16,34726695
RP4-710M3.2,11,30447099
RN7SL746P,X,70304339
CTC-293G12.1,5,99989816
GAGE12I,X,49216659
RP11-80F22.4,16,34728125
FLNA,X,153576892
RP5-1024C24.1,11,30605677
AL590764.1,X,70361035
RP5-1091N2.9,X,70403409
RNU6-1320P,2,95512278
RP11-80F22.15,16,34739464
CYP4A11,1,47394849
SLC39A7,HSCHR6_MHC_QBL,33097048
AL590762.1,X,70520580
IPO8,12,30781922
RP11-80F22.2,16,34740963
AC110620.1,2,135573932
ZNF137P,19,53091758
AL133376.1,11,31195471
AL162614.1,11,31227306
RPL27P12,12,124205793
AL590762.6,X,70534762
MIR5590,2,135615390
CYCSP25,11,31302219
RNU6-871P,12,59844454
RP11-80F22.8,16,34763493
RPL17P2,14,60679180
EXOSC4,HG104_HG975_PATCH,145160798
AC108721.2,12,59921840
AC099535.4,3,27527738
snoU13,2,135823202
RP11-380L11.4,12,124410008
GAGE2C,X,49226182
AC004009.3,7,27401462
RNU6-1334P,Y,2652790
AC108721.1,12,59921958
SNORA40,2,135894198
RP11-996F15.2,12,29433351
RARRES2P8,16,34777650
ACSF2,17,48503519
VIPR1,3,42530791
RNU4-20P,12,59980574
AL590762.7,X,70572268
RNASEH2CP1,Y,2657868
RP11-380L11.3,12,124420169
CTD-2184C24.2,14,60706839
AC064850.4,2,136268116
AC097374.2,2,95533231
GUCA2A,1,42628362
RP11-14K3.3,16,34782288
RNU1-96P,3,27555362
RP11-813P10.1,12,60113479
EIF4HP1,7,27497782
RP11-214K3.23,12,124445264
MEF2A,15,100017370
TOMM22P2,Y,2696023
AC137675.1,3,27566844
RP11-14K3.4,16,34787280
MTCYBP2,Y,21033988
AC005616.1,19,28982771
RP11-813P10.2,12,60205883
HSFY3P,Y,2749724
RNU6-512P,2,136414047
AC005616.2,19,29000145
BMPR2,2,203241659
PSMC1P2,7,27501385
MIR128-1,2,136422967
GPAT2,2,96687694
RP11-14K3.2,16,34809205
AC091517.1,12,60420552
CTD-2568P8.1,14,60789954
RP11-214K3.22,12,124447102
GAGE2B,X,49235708
Y_RNA,2,136567739
RP11-316A16.1,12,60486645
Y_RNA,3,27589248
RP11-214K3.21,12,124450624
PDDC1,11,767220
AC011893.3,2,136577761
AC098614.1,3,27665693
NAP1L1P2,Y,2797042
RP11-14K3.1,16,34872994
RBM8B,14,60864475
AC073150.6,7,27531301
CTD-2218K11.3,5,82120703
FAM86DP,3,75470703
PPP1R14B,11,64011956
RNU6-1312P,2,83884859
TTTY14,Y,21034387
MYRFL,12,70219084
GNRHR2P1,14,60865652
SNTG2,2,946554
SSTR2,17,71161151
RP11-78C3.1,5,82215195
AC004549.6,7,27773014
AL590762.10,X,70633684
AC011999.1,2,136655525
GAGE12B,X,49294472
SALL4P7,14,60960484
SNORD112,2,84085947
RN7SL365P,7,27920106
AL590762.11,X,70639933
RNU6-979P,7,28157732
AC104395.2,2,84101832
ST6GALNAC4,9,130670165
ST8SIA4,5,100142639
RP1-296L11.1,11,31327232
CCDC68,18,52568740
OR2W1,HSCHR6_MHC_APD,29012035
GAGE12C,X,49296814
CTD-2227C6.3,5,82236277
JAZF1-AS1,7,28219941
AC108456.1,11,31457017
RN7SKP62,5,100068762
snoU13,X,70660367
MIR548P,5,100152186
GOLGA8Q,15,30844183
ZDHHC15,X,74588262
Y_RNA,X,70710916
AC104395.1,2,84104851
Z83001.1,11,31658875
RN7SL802P,5,100917534
RP11-1042B17.3,14,60981837
OR2B3,HSCHR6_MHC_APD,29054028
INGX,X,70711529
AC016908.1,2,84258264
RP11-335M9.1,12,60609775
OR7H2P,5,101152179
PELI3,11,66234216
RP11-1042B17.4,14,61011118
GPAA1,HG104_HG975_PATCH,145164762
RP11-214K3.20,12,124452570
MMRN2,10,88695297
ST13P12,5,82264707
CEACAM4,19,42125344
FGF20,8,16849678
RP11-1152B5.1,5,101312000
AL590763.5,X,70747664
Y_RNA,12,60735605
RP11-214K3.19,12,124454537
CTD-2227C6.2,5,82308104
AC093391.2,2,136742746
SNORA19,12,60757603
OR2J3,HSCHR6_MHC_APD,29079708
ST6GALNAC2P1,2,84267009
RP11-214K3.18,12,124456004
RP11-214K3.5,12,124490418
RP11-343L5.2,5,82345195
RNA5SP188,5,101466711
AC097374.3,2,95565311
AL590763.1,X,70845603
RP11-214K3.24,12,124570308
OR2J2,HSCHR6_MHC_APD,29141357
AC005394.1,19,29093286
FUNDC2P2,2,84517806
CTD-2333K2.1,5,101479781
RP11-522N14.2,12,124690774
AC079466.1,19,29097595
CHST12,7,2443223
FKBP1B,2,24272571
RN7SKP68,5,101638208
SH3RF3,2,109745804
CTC-478M6.1,19,29281719
MPEG1,11,58975983
AC097374.4,2,95566735
OR14J1,HSCHR6_MHC_APD,29274489
OFCC1,6,9596343
AC007795.1,19,29360703
OR5AN1,11,59131885
AC011524.1,19,29374337
RP11-58B2.1,5,101836245
SCARNA18,5,82360023
SLC24A1,15,65903704
AC008991.1,19,29383838
CTD-2110K23.1,5,82497048
FANCB,X,14861529
GAGE12D,X,49306370
OR5A2,11,59189416
snoU13,19,29421910
RPS24P6,2,95578177
COQ10BP2,5,82575740
ZNF280D,15,56922379
AC011524.2,19,29440344
AC106874.1,2,84542232
OR11A1,HSCHR6_MHC_APD,29393366
LINC00492,5,101917072
OR5A1,11,59210617
FTH1P9,5,82722495
CTC-338M12.9,5,180708376
CAPSL,5,35904397
AC103563.2,2,95618906
RNU6-705P,5,180728968
GAGE12E,X,49315936
RP11-14K3.7,16,34874400
AC106874.3,2,84554386
VCAN-AS1,5,82827171
OR4D6,11,59224411
AC138035.2,5,180733503
RP11-352B15.5,16,34956639
CTD-2340E1.2,5,101941339
RP11-15K2.2,17,59537585
RP11-154D9.1,12,60812764
RP11-27G13.1,4,156207314
ANXA10,4,169013666
AC002994.1,17,59667894
SUOX,12,56390964
DUXAP1,2,84977893
YWHAEP4,4,156302194
AC114788.1,2,239894624
RP11-471N19.1,12,61624940
OR10C1,HSCHR6_MHC_APD,29407167
LINC00491,5,101944860
OR4D10,11,59244846
RP11-399J13.3,11,64781654
Y_RNA,17,59951445
RP11-648F7.1,2,239928722
FOXJ3,1,42642210
RN7SL800P,17,60083100
RNA5SP406,16,34968764
LDHAP7,2,85004383
MIR4440,2,239990513
GOLGA8H,15,30896329
AC018628.1,17,60093218
RNA5SP407,16,34969010
PRPF3,1,150293925
AC017028.6,2,239990615
Y_RNA,17,60114194
RNA5SP408,16,34969743
RP11-27G13.4,4,156304259
GS1-124K5.12,7,66010634
RN7SKP108,14,97104524
AC017028.10,2,239990762
Y_RNA,17,60199681
OR4D11,11,59271049
RNA5SP409,16,34969996
P2RX4,12,121647660
RP11-433J8.2,14,97207528
LFNG,7,2552163
AC017028.2,2,239990860
POLRMTP1,17,60214333
RP11-27G13.5,4,156306504
AC103563.3,2,95626792
AC017028.3,2,239991056
RP11-627H22.9,4,156372769
AC017028.4,2,239991154
AC138035.1,5,180756242
MTND6P17,4,156373678
AC017028.9,2,239991301
RNU6-1239P,14,19564785
AL133168.3,14,97397704
OR4D9,11,59282386
MTND5P9,4,156374201
RP11-51L5.3,17,60308831
AC017028.5,2,239991448
DPYSL4,10,134000404
MICU3,8,16884747
RN7SKP295,5,82981685
ZNF322,6,26636518
CTD-2314B22.1,14,19611768
MTND4P8,4,156376202
AC103563.4,2,95630218
AC017028.8,2,240007394
LINC00618,14,97409916
RNU6-620P,5,82999267
ZFY-AS1,Y,2834885
MIR4441,2,240007523
WBP1LP4,5,180805696
RP4-756H11.1,7,66021203
MTND3P3,4,156377790
CTC-484M2.1,5,83042207
AC017028.7,2,240008039
SCLT1,4,129786076
AC138031.2,5,180878878
AC103563.5,2,95637699
CEACAM7,19,42177235
MIR4269,2,240227157
GRAMD4P3,14,19614216
RP11-907D1.1,14,97576753
AC006001.1,7,66021832
AC138031.1,5,180898964
OR2H1,HSCHR6_MHC_APD,29425038
RP11-627H22.8,4,156378332
PNPO,17,46018872
MIR2467,2,240273419
RPL12P18,2,85101820
SLC12A4,16,67977377
MTATP6P9,4,156379113
RPL35P5,7,66071725
AC079612.2,2,240547392
RNU7-187P,11,112848075
EEF1A1P41,Y,2863108
RP11-627H22.6,4,156380022
RP11-907D1.2,14,97582692
EIF3KP1,5,102368080
RNU4-11P,5,83099373
RP11-315F22.1,2,240656650
RP11-627H22.5,4,156380856
NCAM1-AS1,11,113140254
RP11-456A14.1,5,83170985
MIR4786,2,240882432
MTND2P33,4,156382785
LINC00278,Y,2870953
MTND1P22,4,156384025
OR9S24P,2,241018850
RP11-359N5.1,14,97621194
OSBP,11,59341871
COG1,17,71189129
OR5S1P,2,241048519
AC103563.6,2,95640289
RP13-487K5.1,4,156436879
AL589743.1,14,19650018
AC124861.1,2,241166977
CTD-2506J14.1,14,97925153
AC022210.2,2,85142910
CTC-503K11.2,5,102581749
RP11-588K22.2,4,156655600
AC124861.2,2,241201132
AC005017.2,7,28318830
RP11-839D17.3,11,113149159
SNX15,11,64794880
AC110619.1,2,241390181
RN7SL710P,14,97996228
AC103563.7,2,95657625
MIR149,2,241395418
LAMP2,X,119561682
AC005105.2,7,28654714
RHBDD3,22,29655841
CAPN10-AS1,2,241522117
RP11-76E12.1,14,98098984
SLCO4C1,5,101569690
PLCB3,11,64018995
RP11-159N11.4,11,113239200
CTD-2154H6.1,5,102744642
AC011298.2,2,241625751
AC005013.1,7,28992974
AC109496.1,5,83269615
ZNF839P1,Y,21147061
ARHGAP11B,15,30916697
RNU6-448P,5,83492701
FBN3,19,8130286
TTC39B,9,15163620
RP11-159N11.3,11,113276043
SF3B5,6,144416018
HSD17B8,HSCHR6_MHC_QBL,33101245
EHBP1,2,62900986
RP11-432J24.2,10,134232587
RP11-408I18.9,12,124867927
MAS1L,HSCHR6_MHC_APD,29454555
CTD-2269F5.1,5,83680245
RP11-204N11.2,14,98252902
MIR4301,11,113320745
TRIL,7,28992974
AC104809.4,2,241894034
CH25H,10,90965694
RP11-61O1.1,14,98534577
RP11-627G1.1,11,113582442
RN7SL575P,2,95669292
AC103563.8,2,95690938
RP11-667M19.1,11,113621838
RP11-61O1.2,14,98602411
CKMT2,5,80529104
AL163760.1,14,98797969
5S_rRNA,16,34977639
AC005013.5,7,28997283
C5orf24,5,134181370
RP11-667M19.4,11,113640382
RN7SL714P,14,98817706
MOSPD2,X,14891563
RP11-1082A3.1,14,98963469
RP11-60H5.1,2,85291231
AC010423.1,5,102766107
RP11-667M19.2,11,113641115
CCDC42B,12,113587663
CTB-113D17.1,7,29019583
AC078974.2,2,85295932
AL132796.1,14,99311233
AC104809.2,2,241920932
ATF4P4,11,113659953
CD24P4,Y,21154353
GJC3,7,99520892
LSM3P3,2,85329512
AC093585.6,2,241949462
AC005162.5,7,29026644
RP11-1127D7.1,14,99391474
AC005237.4,2,241955016
RPL3P4,14,99439216
RP11-667M19.5,11,113659964
AC005162.4,7,29119900
RP11-83B20.1,12,124997768
HTRA4,8,38831683
TMEM194A,12,57449426
WDR49,3,167196472
AC005237.2,2,242058140
RNA5SP410,16,34980360
RNU6-927P,12,125386058
RNA5SP413,16,34981403
LRRC37A13P,11,113662188
RP11-509M23.1,5,84295738
MCTP1,5,94039446
RNU6-255P,Y,21180869
RNA5SP415,16,34984432
AC007096.1,7,29127804
MIR5188,12,125400093
RP11-667M19.10,11,113688799
RNA5SP416,16,34985945
AC004593.3,7,29239156
TCF7L1-IT1,2,85413532
RNA5SP417,16,34986199
GAPDHP19,Y,21489455
RP11-667M19.9,11,113691578
B3GALTL,13,31774073
RNA5SP418,16,34987197
CTC-384G19.1,5,84408160
RNA5SP419,16,34988167
RNU6-1107P,11,113730068
RBBP4P6,5,84486447
AP000908.1,11,113957533
RP11-64D24.2,11,114081338
TRIM26,HSCHR6_MHC_QBL,30141750
RNU6-674P,2,85432049
SF3B14,2,24290454
STX11,6,144471663
GAGE12F,X,49325479
AC131571.2,11,31705636
AC093162.3,2,85489267
RP11-64D24.4,11,114231357
RP11-432J24.3,10,134247237
PIP5KL1,9,130683158
RP11-432J24.5,10,134325130
EPHA1,7,143087382
AC131571.1,11,31706615
RP11-517B11.7,3,131173970
RP11-1042B17.1,14,61038742
RP11-212D19.5,11,114323786
RP11-1072N2.2,5,84505878
Z83307.3,11,31807987
RP11-1042B17.2,14,61068864
LINC01165,10,134334331
GAGE12G,X,49335037
RHBDL1,16,725666
CDK18,1,205473723
U3,14,61073785
NXPE2P1,11,114383428
LY6G6C,6,31686425
RP11-143I21.1,7,149119766
AC093162.1,2,85526157
RP11-288G11.3,10,134596683
RP11-1042B17.5,14,61107448
RP1-17K7.2,11,32057527
RP11-1072N2.3,5,84508776
SNORA58,3,131197941
RP11-172C16.5,11,114388586
RP11-307P22.1,14,61246696
LINC01166,10,134757471
RP11-517B11.4,3,131236675
AC103563.9,2,95717140
snoU13,11,114397851
FTH1P21,4,156927630
BRAT1,7,2577511
GAGE12H,X,49344586
CYP4X1,1,47427036
RP11-137H2.4,10,82289353
AC093162.5,2,85542164
LINC01167,10,134774844
RP11-172C16.4,11,114453975
RP11-51L5.4,17,60337995
RP1-17K7.3,11,32074389
RP11-517B11.2,3,131245291
RP11-193F5.1,14,61346432
ZNF436,1,23685941
CEACAM5,19,42212504
AC108211.1,4,157217713
LINC01168,10,134779038
RP11-514F8.2,10,82409553
RP11-517B11.6,3,131256415
RP11-171N4.1,4,157507131
RP1-17K7.1,11,32086458
ACA59,11,114998938
SRMP2,14,61385958
NUP205,7,135242667
MIR5704,3,131704699
GPR123-AS1,10,134898748
RP11-171N4.3,4,157563732
U3,11,32103310
AP000462.3,11,115204296
RPS7P9,10,82476239
AC092835.2,2,95873283
RP11-64K7.1,3,131894246
GAGE2A,X,49354132
ZNF767,7,149244245
EIF4A2P5,11,32106657
RP11-171N4.4,4,157607816
TBC1D3P2,17,60342066
AP000462.2,11,115234348
AL445199.1,10,134899473
RPL7P16,3,131962372
RP11-154F14.2,4,157762511
RPL5P28,10,134958116
AP000462.1,11,115267474
RP1-65P5.3,11,32118689
RP11-193F5.4,14,61438990
AC093668.1,7,102147650
FNDC1,6,159590429
GMEB2,20,62218955
RP11-612J15.3,4,157893783
AC105052.1,7,102246813
RP11-1072N2.4,5,84533499
PATL1,11,59404189
RP1-65P5.1,11,32133595
MIR202HG,10,135059982
RASA4DP,7,102322283
LY6G5B,HSCHR6_MHC_COX,31624311
HIPK4,19,40885178
GAGE1,X,49363628
RP11-136I14.2,11,115403040
RP11-310I24.1,12,29672664
RPPH1-3P,4,157907524
RP1-65P5.5,11,32154245
Y_RNA,4,157985709
RP11-136I14.3,11,115409587
CTD-2331D11.2,5,84715846
RNU6-582P,4,158122714
RP11-1110J8.1,12,29811309
SKIV2L,HSCHR6_MHC_SSTO,31918709
RP11-392C20.1,4,158125614
CTD-2331D11.3,5,84725520
AC079233.1,4,158281267
CTD-2331D11.4,5,84742792
FAN1,15,31196055
WT1-AS,11,32457064
RP11-136I14.4,11,115448767
